country_of_origin,Continent,Category,Rating
Taiwan,Asia,aftertaste,7.25
Costa Rica,Americas,aftertaste,7.5
"Tanzania, United Republic Of",Africa,aftertaste,7.33
Malawi,Africa,aftertaste,7.17
Taiwan,Asia,aftertaste,7.08
Brazil,Americas,aftertaste,7.33
Guatemala,Americas,aftertaste,7.17
Mexico,North America,aftertaste,7.42
Mexico,North America,aftertaste,7.25
Mexico,North America,aftertaste,7.42
Thailand,Asia,aftertaste,7.58
Thailand,Asia,aftertaste,7.17
Costa Rica,Americas,aftertaste,7.33
Guatemala,Americas,aftertaste,7.17
Nicaragua,Americas,aftertaste,7.33
Honduras,Americas,aftertaste,7.33
Guatemala,Americas,aftertaste,7.25
Taiwan,Asia,aftertaste,7.33
Myanmar,Asia,aftertaste,7.25
Costa Rica,Americas,aftertaste,7.08
Malawi,Africa,aftertaste,6.92
Guatemala,Americas,aftertaste,7.17
Taiwan,Asia,aftertaste,7.67
Brazil,Americas,aftertaste,7.5
Haiti,Americas,aftertaste,7.25
Taiwan,Asia,aftertaste,7.25
Mexico,North America,aftertaste,7.17
Mexico,North America,aftertaste,7.25
Mexico,North America,aftertaste,7.17
Mexico,North America,aftertaste,7.33
Mexico,North America,aftertaste,7.33
Mexico,North America,aftertaste,7.25
Indonesia,Asia,aftertaste,7.17
Brazil,Americas,aftertaste,7.17
Guatemala,Americas,aftertaste,7.33
Colombia,Americas,aftertaste,7.17
United States (Hawaii),North America,aftertaste,7.33
Mexico,North America,aftertaste,7.08
Guatemala,Americas,aftertaste,7.08
Brazil,Americas,aftertaste,7.5
Honduras,Americas,aftertaste,7.17
Taiwan,Asia,aftertaste,7.42
Malawi,Africa,aftertaste,7.33
Brazil,Americas,aftertaste,7.42
Guatemala,Americas,aftertaste,7.17
Mexico,North America,aftertaste,7.25
Peru,Americas,aftertaste,7.17
Guatemala,Americas,aftertaste,7.25
Mexico,North America,aftertaste,7.25
Mexico,North America,aftertaste,7.25
Colombia,Americas,aftertaste,7.25
Colombia,Americas,aftertaste,7.42
United States (Hawaii),North America,aftertaste,7
Colombia,Americas,aftertaste,7.33
Honduras,Americas,aftertaste,7
Mexico,North America,aftertaste,7
Brazil,Americas,aftertaste,7.33
Honduras,Americas,aftertaste,7.17
Brazil,Americas,aftertaste,7.42
Philippines,Asia,aftertaste,7.42
Malawi,Africa,aftertaste,7.08
Honduras,Americas,aftertaste,7.17
Mexico,North America,aftertaste,7.25
Mexico,North America,aftertaste,7.17
Brazil,Americas,aftertaste,7.5
Taiwan,Asia,aftertaste,7.67
Brazil,Americas,aftertaste,7.17
Nicaragua,Americas,aftertaste,7.33
Honduras,Americas,aftertaste,7.17
Guatemala,Americas,aftertaste,7.17
"Tanzania, United Republic Of",Africa,aftertaste,7.17
Taiwan,Asia,aftertaste,7.25
Guatemala,Americas,aftertaste,7.5
Mexico,North America,aftertaste,7.33
Nicaragua,Americas,aftertaste,7.17
"Tanzania, United Republic Of",Africa,aftertaste,7.17
Mexico,North America,aftertaste,7.08
Costa Rica,Americas,aftertaste,7.33
Honduras,Americas,aftertaste,7
Thailand,Asia,aftertaste,7.42
Philippines,Asia,aftertaste,7.25
"Tanzania, United Republic Of",Africa,aftertaste,7.17
Malawi,Africa,aftertaste,7.33
Costa Rica,Americas,aftertaste,7.33
Brazil,Americas,aftertaste,7.17
Mexico,North America,aftertaste,7.08
Guatemala,Americas,aftertaste,7.33
Brazil,Americas,aftertaste,7.25
United States (Hawaii),North America,aftertaste,7.67
Ethiopia,Africa,aftertaste,7.17
Brazil,Americas,aftertaste,7.5
Nicaragua,Americas,aftertaste,7.33
United States,North America,aftertaste,7.33
"Tanzania, United Republic Of",Africa,aftertaste,7.33
Costa Rica,Americas,aftertaste,7.17
United States (Puerto Rico),North America,aftertaste,7.67
Mexico,North America,aftertaste,7.33
Mexico,North America,aftertaste,7.33
Mexico,North America,aftertaste,7.25
Mexico,North America,aftertaste,7.25
United States (Hawaii),North America,aftertaste,7.25
Brazil,Americas,aftertaste,7.17
El Salvador,Americas,aftertaste,7.08
Brazil,Americas,aftertaste,7.17
Guatemala,Americas,aftertaste,7.17
Colombia,Americas,aftertaste,7.42
Guatemala,Americas,aftertaste,7
Taiwan,Asia,aftertaste,7.17
Honduras,Americas,aftertaste,7.25
Brazil,Americas,aftertaste,7.83
"Tanzania, United Republic Of",Africa,aftertaste,7.08
Uganda,Africa,aftertaste,7.17
Taiwan,Asia,aftertaste,7.33
Thailand,Asia,aftertaste,7.25
Mexico,North America,aftertaste,7.33
Mexico,North America,aftertaste,7.5
Taiwan,Asia,aftertaste,7.25
Guatemala,Americas,aftertaste,7.33
Kenya,Africa,aftertaste,7.5
Mexico,North America,aftertaste,7.17
Myanmar,Asia,aftertaste,7
United States (Hawaii),North America,aftertaste,7.17
"Tanzania, United Republic Of",Africa,aftertaste,7.17
Brazil,Americas,aftertaste,7.25
Taiwan,Asia,aftertaste,7.33
Brazil,Americas,aftertaste,7.17
Nicaragua,Americas,aftertaste,7.25
Guatemala,Americas,aftertaste,6.92
Taiwan,Asia,aftertaste,7.25
Taiwan,Asia,aftertaste,7.08
Taiwan,Asia,aftertaste,7.25
Mexico,North America,aftertaste,7.08
Thailand,Asia,aftertaste,7.33
Laos,Asia,aftertaste,7.17
Guatemala,Americas,aftertaste,7.08
Mexico,North America,aftertaste,7.25
Mexico,North America,aftertaste,7.33
Mexico,North America,aftertaste,7.33
United States (Hawaii),North America,aftertaste,7
Colombia,Americas,aftertaste,7
Brazil,Americas,aftertaste,7.08
Myanmar,Asia,aftertaste,7
Guatemala,Americas,aftertaste,7
Nicaragua,Americas,aftertaste,7.17
Honduras,Americas,aftertaste,7
Panama,Americas,aftertaste,7.17
Honduras,Americas,aftertaste,7.08
Honduras,Americas,aftertaste,7.08
Costa Rica,Americas,aftertaste,7.25
Mexico,North America,aftertaste,7.42
Haiti,Americas,aftertaste,7.42
United States (Hawaii),North America,aftertaste,7.17
Taiwan,Asia,aftertaste,7.08
Indonesia,Asia,aftertaste,7
Guatemala,Americas,aftertaste,6.83
Costa Rica,Americas,aftertaste,7.67
Malawi,Africa,aftertaste,7.17
Mexico,North America,aftertaste,7.17
Colombia,Americas,aftertaste,7.42
Guatemala,Americas,aftertaste,7
Guatemala,Americas,aftertaste,7.5
Guatemala,Americas,aftertaste,7.33
Colombia,Americas,aftertaste,7.08
Brazil,Americas,aftertaste,7.33
Nicaragua,Americas,aftertaste,7
"Tanzania, United Republic Of",Africa,aftertaste,7.08
Brazil,Americas,aftertaste,7.33
Honduras,Americas,aftertaste,7
Guatemala,Americas,aftertaste,6.83
United States (Hawaii),North America,aftertaste,7.5
Colombia,Americas,aftertaste,7
Taiwan,Asia,aftertaste,7.17
Guatemala,Americas,aftertaste,7.08
Honduras,Americas,aftertaste,7
Mauritius,Africa,aftertaste,7.17
Brazil,Americas,aftertaste,7.17
Myanmar,Asia,aftertaste,7.17
Guatemala,Americas,aftertaste,6.83
Brazil,Americas,aftertaste,7.08
United States (Hawaii),North America,aftertaste,7.33
Guatemala,Americas,aftertaste,7
Mexico,North America,aftertaste,7.08
Honduras,Americas,aftertaste,7
Taiwan,Asia,aftertaste,7.17
El Salvador,Americas,aftertaste,7.08
China,Asia,aftertaste,7.25
Taiwan,Asia,aftertaste,7.17
Mexico,North America,aftertaste,7.08
Mexico,North America,aftertaste,7.08
Burundi,Africa,aftertaste,7.17
"Tanzania, United Republic Of",Africa,aftertaste,7
"Tanzania, United Republic Of",Africa,aftertaste,7.25
Taiwan,Asia,aftertaste,7.08
Guatemala,Americas,aftertaste,6.83
Mexico,North America,aftertaste,7.08
United States (Hawaii),North America,aftertaste,6.92
Ethiopia,Africa,aftertaste,7.25
Brazil,Americas,aftertaste,7.42
Honduras,Americas,aftertaste,7
Mexico,North America,aftertaste,7
Myanmar,Asia,aftertaste,7
Myanmar,Asia,aftertaste,7.08
Nicaragua,Americas,aftertaste,7
United States (Hawaii),North America,aftertaste,7.67
Colombia,Americas,aftertaste,7.83
Taiwan,Asia,aftertaste,7.25
Guatemala,Americas,aftertaste,7.33
Mexico,North America,aftertaste,7.17
Vietnam,Asia,aftertaste,7.25
Nicaragua,Americas,aftertaste,7.08
Honduras,Americas,aftertaste,7
Guatemala,Americas,aftertaste,7
Mexico,North America,aftertaste,6.92
Mexico,North America,aftertaste,7.33
Mexico,North America,aftertaste,7.17
Guatemala,Americas,aftertaste,7
United States (Hawaii),North America,aftertaste,7.33
Brazil,Americas,aftertaste,7
Taiwan,Asia,aftertaste,7.25
Nicaragua,Americas,aftertaste,6.92
Taiwan,Asia,aftertaste,7.25
Taiwan,Asia,aftertaste,7.25
Taiwan,Asia,aftertaste,7.25
Mexico,North America,aftertaste,7.25
Mexico,North America,aftertaste,7
Nicaragua,Americas,aftertaste,6.92
Myanmar,Asia,aftertaste,7
Mexico,North America,aftertaste,7.42
Taiwan,Asia,aftertaste,7.25
Thailand,Asia,aftertaste,7.08
Mexico,North America,aftertaste,7.08
Mexico,North America,aftertaste,7
Ethiopia,Africa,aftertaste,7.5
Colombia,Americas,aftertaste,7.58
United States (Hawaii),North America,aftertaste,7
Mexico,North America,aftertaste,7.08
Mexico,North America,aftertaste,6.92
Mexico,North America,aftertaste,7
Mexico,North America,aftertaste,7.08
Mexico,North America,aftertaste,7
Mexico,North America,aftertaste,7.08
United States (Hawaii),North America,aftertaste,7.58
Kenya,Africa,aftertaste,7
Guatemala,Americas,aftertaste,6.92
Nicaragua,Americas,aftertaste,7.17
Mexico,North America,aftertaste,7
United States (Hawaii),North America,aftertaste,6.83
Guatemala,Americas,aftertaste,7.25
Taiwan,Asia,aftertaste,7.17
Taiwan,Asia,aftertaste,7.25
Thailand,Asia,aftertaste,6.92
Peru,Americas,aftertaste,7
Costa Rica,Americas,aftertaste,7.67
Mexico,North America,aftertaste,7
Mexico,North America,aftertaste,6.92
Mexico,North America,aftertaste,7
Mexico,North America,aftertaste,7.17
Mexico,North America,aftertaste,7
Guatemala,Americas,aftertaste,7.5
Mexico,North America,aftertaste,6.92
Guatemala,Americas,aftertaste,7.25
El Salvador,Americas,aftertaste,7
Thailand,Asia,aftertaste,6.83
Guatemala,Americas,aftertaste,6.83
Mexico,North America,aftertaste,6.83
Mexico,North America,aftertaste,7
Mexico,North America,aftertaste,7.17
Thailand,Asia,aftertaste,7
Mexico,North America,aftertaste,6.92
Mexico,North America,aftertaste,6.92
Colombia,Americas,aftertaste,7
Guatemala,Americas,aftertaste,6.83
Nicaragua,Americas,aftertaste,7
Taiwan,Asia,aftertaste,7.17
Colombia,Americas,aftertaste,7.42
Mexico,North America,aftertaste,6.92
Mexico,North America,aftertaste,7
Guatemala,Americas,aftertaste,7.25
Guatemala,Americas,aftertaste,6.83
Mexico,North America,aftertaste,6.83
Cote d?Ivoire,Africa,aftertaste,6.83
Colombia,Americas,aftertaste,6.75
Mexico,North America,aftertaste,6.83
Mexico,North America,aftertaste,7.08
Guatemala,Americas,aftertaste,6.33
Taiwan,Asia,aftertaste,6.83
Mexico,North America,aftertaste,6.92
Guatemala,Americas,aftertaste,7.33
Honduras,Americas,aftertaste,6.75
Guatemala,Americas,aftertaste,6.92
Guatemala,Americas,aftertaste,6.75
Costa Rica,Americas,aftertaste,7.5
Mexico,North America,aftertaste,6.92
Mexico,North America,aftertaste,6.92
Mexico,North America,aftertaste,6.83
Guatemala,Americas,aftertaste,7.42
United States (Puerto Rico),North America,aftertaste,6.75
Mexico,North America,aftertaste,6.92
Mexico,North America,aftertaste,6.75
Mexico,North America,aftertaste,7.25
Guatemala,Americas,aftertaste,6.58
Honduras,Americas,aftertaste,7
Peru,Americas,aftertaste,7.08
Mexico,North America,aftertaste,6.67
Mexico,North America,aftertaste,6.92
Mexico,North America,aftertaste,6.83
Mexico,North America,aftertaste,6.75
Mexico,North America,aftertaste,6.92
Nicaragua,Americas,aftertaste,6.92
United States (Hawaii),North America,aftertaste,6.92
Guatemala,Americas,aftertaste,6.33
Mexico,North America,aftertaste,6.83
Mexico,North America,aftertaste,7.17
Mexico,North America,aftertaste,6.83
China,Asia,aftertaste,6.83
Mexico,North America,aftertaste,6.67
Nicaragua,Americas,aftertaste,6.75
Nicaragua,Americas,aftertaste,6.92
Guatemala,Americas,aftertaste,6.92
Taiwan,Asia,aftertaste,7.17
Mexico,North America,aftertaste,6.75
Mexico,North America,aftertaste,7.58
United States (Hawaii),North America,aftertaste,7.08
Mexico,North America,aftertaste,6.92
Mexico,North America,aftertaste,6.83
Mexico,North America,aftertaste,7
Brazil,Americas,aftertaste,6.92
Mexico,North America,aftertaste,7
United States (Hawaii),North America,aftertaste,7.58
Guatemala,Americas,aftertaste,6.67
Guatemala,Americas,aftertaste,6.5
Mexico,North America,aftertaste,7
Guatemala,Americas,aftertaste,6.17
United States (Hawaii),North America,aftertaste,7.33
United States (Hawaii),North America,aftertaste,7.33
Indonesia,Asia,aftertaste,6.92
Mexico,North America,aftertaste,6.67
Taiwan,Asia,aftertaste,7.33
Honduras,Americas,aftertaste,6.67
United States (Hawaii),North America,aftertaste,7.5
Guatemala,Americas,aftertaste,6.83
China,Asia,aftertaste,6.92
Guatemala,Americas,aftertaste,6.83
Mexico,North America,aftertaste,7
Colombia,Americas,aftertaste,7
Costa Rica,Americas,aftertaste,7.42
Mexico,North America,aftertaste,7
Guatemala,Americas,aftertaste,6.17
Nicaragua,Americas,aftertaste,7
Brazil,Americas,aftertaste,6.67
Guatemala,Americas,aftertaste,6.67
Taiwan,Asia,aftertaste,6.58
United States (Hawaii),North America,aftertaste,7.58
Mexico,North America,aftertaste,6.58
Guatemala,Americas,aftertaste,6.33
Brazil,Americas,aftertaste,7.42
Guatemala,Americas,aftertaste,6.83
Mexico,North America,aftertaste,6.67
Haiti,Americas,aftertaste,6.83
United States (Hawaii),North America,aftertaste,6.83
Mexico,North America,aftertaste,7
Peru,Americas,aftertaste,7.42
India,Asia,aftertaste,7.17
Mexico,North America,aftertaste,6.42
Guatemala,Americas,aftertaste,6.5
Mexico,North America,aftertaste,6.58
Guatemala,Americas,aftertaste,6.83
Guatemala,Americas,aftertaste,6.5
United States (Hawaii),North America,aftertaste,6.83
United States (Hawaii),North America,aftertaste,7.33
Mexico,North America,aftertaste,6.83
Indonesia,Asia,aftertaste,6.5
Mexico,North America,aftertaste,6.83
Honduras,Americas,aftertaste,6.67
Philippines,Asia,aftertaste,6.5
Brazil,Americas,aftertaste,6.83
Guatemala,Americas,aftertaste,7.17
Guatemala,Americas,aftertaste,6.33
Mexico,North America,aftertaste,6.92
Mexico,North America,aftertaste,6.67
Mexico,North America,aftertaste,6.67
Mexico,North America,aftertaste,6.83
Mexico,North America,aftertaste,6.75
Mexico,North America,aftertaste,6.58
Mexico,North America,aftertaste,6.67
Guatemala,Americas,aftertaste,6.17
Guatemala,Americas,aftertaste,6.17
Mexico,North America,aftertaste,6.83
United States (Hawaii),North America,aftertaste,7
Guatemala,Americas,aftertaste,6.5
Mexico,North America,aftertaste,6.67
Mexico,North America,aftertaste,6.17
Mexico,North America,aftertaste,7.17
United States (Hawaii),North America,aftertaste,7.17
Brazil,Americas,aftertaste,6.58
Honduras,Americas,aftertaste,6.83
Mexico,North America,aftertaste,6.92
Colombia,Americas,aftertaste,7.75
United States (Hawaii),North America,aftertaste,6.92
Haiti,Americas,aftertaste,7.08
Costa Rica,Americas,aftertaste,6.33
Mexico,North America,aftertaste,6.92
Mexico,North America,aftertaste,6.42
Mexico,North America,aftertaste,6.83
Brazil,Americas,aftertaste,6.83
Honduras,Americas,aftertaste,6.17
Honduras,Americas,aftertaste,6.17
Honduras,Americas,aftertaste,6.17
Mexico,North America,aftertaste,6.25
Haiti,Americas,aftertaste,6.42
Nicaragua,Americas,aftertaste,6.33
Guatemala,Americas,aftertaste,6.67
Honduras,Americas,aftertaste,0
Uganda,Africa,aftertaste,7.75
India,Asia,aftertaste,7.92
India,Asia,aftertaste,7.92
Uganda,Africa,aftertaste,7.92
Uganda,Africa,aftertaste,7.83
India,Asia,aftertaste,7.67
India,Asia,aftertaste,7.83
India,Asia,aftertaste,7.83
India,Asia,aftertaste,7.58
Uganda,Africa,aftertaste,7.83
Uganda,Africa,aftertaste,7.75
India,Asia,aftertaste,7.75
India,Asia,aftertaste,7.67
Uganda,Africa,aftertaste,7.75
Uganda,Africa,aftertaste,7.75
India,Asia,aftertaste,7.67
India,Asia,aftertaste,7.25
Uganda,Africa,aftertaste,7.5
Uganda,Africa,aftertaste,7.33
Uganda,Africa,aftertaste,7.33
India,Asia,aftertaste,7.5
India,Asia,aftertaste,7.42
United States,North America,aftertaste,7.42
Ecuador,Americas,aftertaste,7.33
Ecuador,Americas,aftertaste,7.75
United States,North America,aftertaste,7.17
India,Asia,aftertaste,6.75
Vietnam,Asia,aftertaste,6.5
Ethiopia,Africa,acidity,8.75
Ethiopia,Africa,acidity,8.58
Guatemala,Americas,acidity,8.42
Ethiopia,Africa,acidity,8.42
Ethiopia,Africa,acidity,8.5
Brazil,Americas,acidity,8.5
Peru,Americas,acidity,8.5
Ethiopia,Africa,acidity,8.42
Ethiopia,Africa,acidity,8.42
Ethiopia,Africa,acidity,8.5
Ethiopia,Africa,acidity,8.5
United States,North America,acidity,8.33
United States,North America,acidity,8.42
United States (Hawaii),North America,acidity,8.25
Ethiopia,Africa,acidity,8.25
United States,North America,acidity,8.17
Indonesia,Asia,acidity,7.75
Ethiopia,Africa,acidity,8.33
China,Asia,acidity,8.17
Ethiopia,Africa,acidity,8.17
United States,North America,acidity,8.5
Costa Rica,Americas,acidity,8.17
Mexico,North America,acidity,8
United States,North America,acidity,8.17
Ethiopia,Africa,acidity,8.17
Brazil,Americas,acidity,8
Ethiopia,Africa,acidity,8.17
Uganda,Africa,acidity,8.17
Honduras,Americas,acidity,8
Taiwan,Asia,acidity,8.25
Nicaragua,Americas,acidity,8.33
"Tanzania, United Republic Of",Africa,acidity,8
Brazil,Americas,acidity,7.75
Costa Rica,Americas,acidity,8.08
Ethiopia,Africa,acidity,8
Kenya,Africa,acidity,8.25
United States (Hawaii),North America,acidity,7.92
United States (Hawaii),North America,acidity,7.75
Ethiopia,Africa,acidity,8.08
United States,North America,acidity,8
Thailand,Asia,acidity,8.25
Brazil,Americas,acidity,7.75
Brazil,Americas,acidity,7.75
Taiwan,Asia,acidity,8.08
Kenya,Africa,acidity,8
Brazil,Americas,acidity,8
Uganda,Africa,acidity,7.92
Colombia,Americas,acidity,8.08
Kenya,Africa,acidity,8.5
Uganda,Africa,acidity,8.08
Ethiopia,Africa,acidity,8.25
United States (Hawaii),North America,acidity,8
Guatemala,Americas,acidity,8.08
Uganda,Africa,acidity,8.08
Colombia,Americas,acidity,8.17
Panama,Americas,acidity,8.08
Ethiopia,Africa,acidity,8.08
Guatemala,Americas,acidity,8.17
Guatemala,Americas,acidity,8.33
Ethiopia,Africa,acidity,8.17
Peru,Americas,acidity,8.08
Papua New Guinea,Oceania,acidity,8.33
El Salvador,Americas,acidity,7.92
El Salvador,Americas,acidity,7.75
United States (Hawaii),North America,acidity,7.75
Panama,Americas,acidity,7.83
Kenya,Africa,acidity,8.08
Ethiopia,Africa,acidity,7.92
Uganda,Africa,acidity,7.92
Guatemala,Americas,acidity,8.33
Ethiopia,Africa,acidity,8.17
Uganda,Africa,acidity,7.67
United States (Hawaii),North America,acidity,7.92
Brazil,Americas,acidity,7.67
El Salvador,Americas,acidity,8.08
China,Asia,acidity,7.83
Guatemala,Americas,acidity,7.67
Costa Rica,Americas,acidity,7.92
Costa Rica,Americas,acidity,7.67
Kenya,Africa,acidity,8.08
Kenya,Africa,acidity,8.08
Ethiopia,Africa,acidity,8.08
Ethiopia,Africa,acidity,8.33
Guatemala,Americas,acidity,8
Colombia,Americas,acidity,8
Colombia,Americas,acidity,7.83
Indonesia,Asia,acidity,8
Guatemala,Americas,acidity,7.92
Ethiopia,Africa,acidity,8
Colombia,Americas,acidity,8.08
Ethiopia,Africa,acidity,8
United States (Hawaii),North America,acidity,7.92
Colombia,Americas,acidity,7.75
United States (Hawaii),North America,acidity,8
Ethiopia,Africa,acidity,8
United States (Hawaii),North America,acidity,7.83
Uganda,Africa,acidity,7.75
Colombia,Americas,acidity,7.92
Costa Rica,Americas,acidity,7.92
Mexico,North America,acidity,7.75
Kenya,Africa,acidity,7.75
Kenya,Africa,acidity,8.08
Brazil,Americas,acidity,7.83
Mexico,North America,acidity,8.08
United States (Hawaii),North America,acidity,7.75
Guatemala,Americas,acidity,8
Colombia,Americas,acidity,7.83
Colombia,Americas,acidity,7.83
Taiwan,Asia,acidity,7.58
"Tanzania, United Republic Of",Africa,acidity,7.92
Colombia,Americas,acidity,7.75
Mexico,North America,acidity,7.83
Brazil,Americas,acidity,7.75
Brazil,Americas,acidity,8
Kenya,Africa,acidity,8.17
Taiwan,Asia,acidity,7.83
Uganda,Africa,acidity,7.67
United States (Hawaii),North America,acidity,7.75
Ethiopia,Africa,acidity,7.92
Ethiopia,Africa,acidity,8
Thailand,Asia,acidity,7.75
Kenya,Africa,acidity,7.92
Honduras,Americas,acidity,7.67
El Salvador,Americas,acidity,8.33
Nicaragua,Americas,acidity,7.83
El Salvador,Americas,acidity,8
Indonesia,Asia,acidity,7.75
Japan,Asia,acidity,7.42
Costa Rica,Americas,acidity,7.83
Guatemala,Americas,acidity,8
Costa Rica,Americas,acidity,7.17
Ethiopia,Africa,acidity,7.83
Costa Rica,Americas,acidity,7.75
Costa Rica,Americas,acidity,7.75
Costa Rica,Americas,acidity,7.83
Taiwan,Asia,acidity,7.75
Colombia,Americas,acidity,7.83
Kenya,Africa,acidity,8
Guatemala,Americas,acidity,7.83
Guatemala,Americas,acidity,8
Mexico,North America,acidity,7.92
Uganda,Africa,acidity,7.92
Peru,Americas,acidity,7.75
Ethiopia,Africa,acidity,8
Kenya,Africa,acidity,7.75
